Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
Pdgfrb,"Pdgfr; Pdgfr1","platelet derived growth factor receptor, beta polypeptide","Tyrosine-protein kinase that acts as cell-surface receptor for homodimeric PDGFB and PDGFD and for heterodimers formed by PDGFA and PDGFB, and plays an essential role in the regulation of embryonic development, cell proliferation, survival, differentiation, chemotaxis and migration.",others,"Mus musculus","Age-dependent modulation of vascular niches for haematopoietic stem cells",10.1126/science.1102806,mmu04010,"MAPK signaling pathway",18596
Pdpk1,"Pdpk2p; Prkca","3-phosphoinositide dependent protein kinase 1","Serine/threonine kinase which acts as a master kinase, phosphorylating and activating a subgroup of the AGC family of protein kinases.",others,"Mus musculus","Essential Role of PDK1 in Regulating Cell Size and Development in Mus musculus",10.1126/science.1102807,mmu04910,"Insulin signaling pathway",18607
Pecam1,"Cd31 Antigen","Platelet And Endothelial Cell Adhesion Molecule 1","Cell adhesion molecule which is required for leukocyte transendothelial migration (TEM) under most inflammatory conditions (PubMed:19342684, PubMed:17580308). Tyr-690 plays a critical role in TEM and is required for efficient trafficking of PECAM1 to and from the lateral border recycling compartment (LBRC) and is also essential for the LBRC membrane to be targeted around migrating leukocytes (PubMed:19342684). Trans-homophilic interaction may play a role in endothelial cell-cell adhesion via cell junctions (PubMed:27958302). Heterophilic interaction with CD177 plays a role in transendothelial migration of neutrophils (PubMed:17580308). Homophilic ligation of PECAM1 prevents macrophage-mediated phagocytosis of neighboring viable leukocytes by transmitting a detachment signal (PubMed:12110892). Promotes macrophage-mediated phagocytosis of apoptotic leukocytes by tethering them to the phagocytic cells; PECAM1-mediated detachment signal appears to be disabled in apoptotic leukocytes (PubMed:12110892). Modulates bradykinin receptor BDKRB2 activation (PubMed:18672896). Regulates bradykinin- and hyperosmotic shock-induced ERK1/2 activation in endothelial cells (PubMed:18672896). Induces susceptibility to atherosclerosis (By similarity).","senescence-associated secretory phenotype","Mus musculus","MiR-497?195 cluster regulates angiogenesis during coupling with osteogenesis by maintaining endothelial Notch and HIF-1α activity",10.1038/ncomms16003,mmu04514,"Cell adhesion molecules",18613
Pex5,Pts1r,"peroxisomal biogenesis factor 5","Accessory subunit of hyperpolarization-activated cyclic nucleotide-gated (HCN) channels, regulating their cell-surface expression and cyclic nucleotide dependence.",others,"Mus musculus","Up-regulation of hyperpolarization-activated cyclic nucleotide-gated channel 3 (HCN3) by specific interaction with K+ channel tetramerization domain-containing protein 3 (KCTD3)",10.1126/science.1102808,unknown,Unknown,19305
Pidd1,Lrdd,"P53-Induced Death Domain Protein 1","Component of the DNA damage/stress response pathway that functions downstream of p53/TP53 and can either promote cell survival or apoptosis (PubMed:10973264, PubMed:15073321, PubMed:16360037, PubMed:17159900). Associated with CRADD and the CASP2 caspase, it forms the PIDDosome a complex that activates CASP2 and triggers apoptosis (PubMed:15073321, PubMed:17159900). Associated with IKBKG and RIPK1, it enhances sumoylation and ubiquitination of IKBKG which is important for activation of the transcription factor NF-kappa-B (PubMed:16360037, PubMed:17159900).","NF-κB related gene","Mus musculus","E2F-Family Members Engage the PIDDosome to Limit Hepatocyte Ploidy in Liver Development and Regeneration",10.1016/j.devcel.2019.12.016,mmu04064,"NF-kappa B signaling pathway",57913
Pigf,"Gpi11 Homolog","Phosphatidylinositol Glycan Anchor Biosynthesis Class F","Involved in GPI-anchor biosynthesis through the transfer of ethanolamine phosphate to the third mannose of GPI.",others,"Mus musculus","Effects of collagen peptides intake on skin ageing and platelet release in chronologically aged mice revealed by cytokine array analysis",10.1111/jcmm.13317,mmu00563,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",18701
Pik3ca,"caPI3K; p110; p110alpha","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","Phosphoinositide-3-kinase (PI3K) that phosphorylates PtdIns (Phosphatidylinositol), PtdIns4P (Phosphatidylinositol 4-phosphate) and PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3).","altered intercellular communication","Mus musculus","Suppression of phosphoinositide 3-kinase prevents cardiac aging in mice",10.1126/science.1102809,mmu04211,"Longevity regulating pathway",18706
Pik3cb,"AI447572; p110beta","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","Phosphoinositide-3-kinase (PI3K) that phosphorylates PtdIns (Phosphatidylinositol), PtdIns4P (Phosphatidylinositol 4-phosphate) and PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3).","cellular senescence","Mus musculus","Association analysis between longevity in the Japanese population and polymorphic variants of genes involved in insulin and insulin-like growth factor 1 signaling pathways",10.1126/science.1102810,mmu04211,"Longevity regulating pathway",74769
Pik3cd,"AW545373; p110delta","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","Phosphoinositide-3-kinase (PI3K) that phosphorylates PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology.","altered intercellular communication","Mus musculus","Cognitive impairment and transcriptomic profile in hippocampus of young mice after multiple neonatal exposures to sevoflurane",10.1126/science.1102811,mmu04211,"Longevity regulating pathway",18707
Pik3r1,"Grb1; Imd36","phosphoinositide-3-kinase regulatory subunit 1","Binds to activated (phosphorylated) protein-Tyr kinases, through its SH2 domain, and acts as an adapter, mediating the association of the p110 catalytic unit to the plasma membrane. Necessary for the insulin-stimulated increase in glucose uptake and glycogen synthesis in insulin-sensitive tissues.","mitochondrial dysfunction","Mus musculus","Impaired B Cell Development and Proliferation in Absence of Phosphoinositide 3-kinase p85alpha",10.1126/science.1102812,mmu04211,"Longevity regulating pathway",18708
Pik3r2,p85beta,"phosphoinositide-3-kinase regulatory subunit 2","Regulatory subunit of phosphoinositide-3-kinase (PI3K), a kinase that phosphorylates PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3).","altered intercellular communication","Mus musculus","MiR-126 Regulates Growth Factor Activities and Vulnerability to Toxic Insult in Neurons",10.1126/science.1102813,mmu04211,"Longevity regulating pathway",18709
Pik3r3,"Phosphatidylinositol 3-Kinase Regulatory Subunit Gamma","phosphoinositide-3-kinase regulatory subunit 3","Binds to activated (phosphorylated) protein-tyrosine kinases through its SH2 domain and regulates their kinase activity. During insulin stimulation, it also binds to IRS-1.","altered intercellular communication","Mus musculus","The structure and function of p55PIK reveal a new regulatory subunit for phosphatidylinositol 3-kinase",10.1126/science.1102814,mmu04211,"Longevity regulating pathway",18710
Pin1,"0610025L01Rik; D9Bwg1161e","protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1","Peptidyl-prolyl cis/trans isomerase (PPIase) that binds to and isomerizes specific phosphorylated Ser/Thr-Pro (pSer/Thr-Pro) motifs. By inducing conformational changes in a subset of phosphorylated proteins, acts as a molecular switch in multiple cellular processes.","cellular senescence","Mus musculus","Downregulation of Pin1 in human atherosclerosis and its association with vascular smooth muscle cell senescence",10.1126/science.1102815,unknown,Unknown,23988
Plau,"u-PA; uPA","plasminogen activator, urokinase","Specifically cleaves the zymogen plasminogen to form the active enzyme plasmin.",others,"Mus musculus","Tau induces blood vessel abnormalities and angiogenesis-related gene expression in P301L transgenic mice and human Alzheimer's disease",10.1126/science.1102816,mmu04064,"NF-kappa B signaling pathway",18792
Plaur,Upar,"Plasminogen Activator, Urokinase Receptor","Acts as a receptor for urokinase plasminogen activator. Plays a role in localizing and promoting plasmin formation. Mediates the proteolysis-independent signal transduction activation effects of U-PA. It is subject to negative-feedback regulation by U-PA which cleaves it into an inactive form.",others,"Mus musculus","Urokinase-type plasminogen activator receptor is associated with the development of adipose tissue",10.1160/TH10-02-0101,mmu04610,"Complement and coagulation cascades",18793
Plcg1,Plc-Gamma-1,"Phospholipase C Gamma 1","Mediates the production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3). Plays an important role in the regulation of intracellular signaling cascades. Becomes activated in response to ligand-mediated activation of receptor-type tyrosine kinases, such as PDGFRA, PDGFRB, FGFR1, FGFR2, FGFR3 and FGFR4. Plays a role in actin reorganization and cell migration.","NF-κB related gene","Mus musculus","Forebrain-specific ablation of phospholipase Cγ1 causes manic-like behavior",10.1038/mp.2016.261,mmu04064,"NF-kappa B signaling pathway",18803
Plcg2,"PLC-gamma-2; PLCgamma2; Plcg-2","phospholipase C, gamma 2","The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes.",others,"Mus musculus","Phospholipase Cγ2 Is Required for Luminal Expansion of the Epididymal Duct during Postnatal Development in Mice",10.1126/science.1102817,mmu04935,"Growth hormone synthesis, secretion and action",234779
Pmch,Mch,"pro-melanin-concentrating hormone","MCH may act as a neurotransmitter or neuromodulator in a broad array of neuronal functions directed toward the regulation of goal-directed behavior, such as food intake, and general arousal.",others,"Mus musculus","Association of pro-melanin concentrating hormone genotype with beef carcass quality and yield",10.1126/science.1102818,unknown,Unknown,110312
Pml,"AI661194; Trim19","promyelocytic leukemia","Functions via its association with PML-nuclear bodies (PML-NBs) in a wide range of important cellular processes, including tumor suppression, transcriptional regulation, apoptosis, senescence, DNA damage response, and viral defense mechanisms.","cellular senescence","Mus musculus","Acute leukemia with promyelocytic features in PML/RARalpha transgenic mice",10.1126/science.1102819,unknown,Unknown,18854
Pola1,"DNA Polymerase Alpha Catalytic Subunit P180","polymerase (DNA directed), alpha 1","Catalytic subunit of the DNA polymerase alpha complex (also known as the alpha DNA polymerase-primase complex) which plays an essential role in the initiation of DNA synthesis. During the S phase of the cell cycle, the DNA polymerase alpha complex (composed of a catalytic subunit POLA1, a regulatory subunit POLA2 and two primase subunits PRIM1 and PRIM2) is recruited to DNA at the replicative forks via direct interactions with MCM10 and WDHD1. The primase subunit of the polymerase alpha complex initiates DNA synthesis by oligomerising short RNA primers on both leading and lagging strands. These primers are initially extended by the polymerase alpha catalytic subunit and subsequently transferred to polymerase delta and polymerase epsilon for processive synthesis on the lagging and leading strand, respectively.","genomic instability","Mus musculus","Enzymatic characterization of the individual mammalian primase subunits reveals a biphasic mechanism for initiation of DNA replication",10.1126/science.1102820,unknown,Unknown,18968
